gene_symbol,UMAP 0,UMAP 1
SLC29A3,6.394166,11.500291
SLC29A4,-1.9736961,11.829044
SLC2A1,2.09908,11.416198
SLC2A10,0.8084181,10.1780615
SLC2A11,3.2744107,11.517798
SLC2A12,-0.7346933,5.5086975
SLC2A13,-3.3176298,7.156349
SLC2A14,1.9345219,9.970188
SLC2A2,2.8344512,5.851033
SLC2A3,1.5693913,9.850727
SLC2A4,2.4070866,12.285879
SLC2A4RG,5.7115116,12.804381
SLC2A5,0.8336305,11.038466
SLC2A6,5.4728107,13.048447
SLC2A7,6.7904763,11.322471
SLC2A8,6.9230013,12.514786
SLC2A9,7.675916,10.432185
SLC30A1,-2.7232738,7.0099826
SLC30A10,-2.4589179,7.1818566
SLC30A2,2.7016342,12.56304
SLC30A3,4.6095862,12.686282
SLC30A4,-2.684813,6.369333
SLC30A5,0.73966545,4.832168
SLC30A6,-0.5343286,6.1011386
SLC30A7,-3.5944993,5.7607675
SLC30A8,-0.9416506,6.505801
SLC30A9,-1.9770864,6.1335826
SLC31A1,-0.26891026,9.05526
SLC31A2,7.666078,8.606204
SLC32A1,5.2233834,12.845987
SLC33A1,-3.963047,6.1458807
SLC34A1,5.177437,12.660408
SLC34A2,0.8793954,11.4116745
SLC34A3,7.5705867,12.706604
SLC35A1,5.9312067,6.414345
SLC35A2,9.092008,11.088789
SLC35A4,4.5362396,12.324482
SLC35A5,0.46803954,5.617265
SLC35B1,7.940339,8.687012
SLC35B2,6.6096625,11.468282
SLC35B3,1.6889796,5.6133046
SLC35B4,-2.4793441,7.268291
SLC35C1,2.0186799,12.76014
SLC35C2,-1.5403433,11.314401
SLC35D1,-1.9386221,6.8738933
SLC35D2,7.786045,8.324582
SLC35D3,4.9210124,9.720972
SLC35E1,-0.9474033,10.650848
SLC35E2B,-2.7435825,9.84899
SLC35E4,5.052282,13.108555
SLC35F1,-1.1028293,8.814338
SLC35F2,3.88313,9.75578
SLC35F3,2.5199904,10.102773
SLC35F4,6.2664256,9.193514
SLC35F6,0.90862805,11.560614
SLC35G1,1.6953588,5.6582785
SLC35G2,6.1081653,8.457905
SLC35G3,7.627618,9.4205065
SLC35G4,10.648851,9.807188
SLC35G5,9.638411,9.971334
SLC35G6,9.3133955,11.087669
SLC36A1,-1.8781106,10.036629
SLC36A2,2.5213757,10.770491
SLC36A3,3.7201324,9.6915655
SLC36A4,-1.7397941,5.3187003
SLC37A1,1.2315722,12.880504
SLC37A2,0.96255857,12.510553
SLC37A3,2.6043956,9.160774
SLC37A4,6.4928093,11.416758
SLC38A1,-3.4904656,6.3355503
SLC38A10,-0.46347773,12.951951
SLC38A11,-1.351076,5.9194107
SLC38A2,-0.112753324,5.304202
SLC38A3,3.5348039,12.5691805
SLC38A4,1.0464927,5.5840416
SLC38A5,6.88001,11.573424
SLC38A6,7.2428045,6.418012
SLC38A7,0.73550034,12.297828
SLC38A8,8.786703,11.236953
SLC38A9,4.406412,7.222304
SLC39A1,6.4858694,11.445745
SLC39A10,-0.7448006,5.9317603
SLC39A11,4.2840066,10.405948
SLC39A12,3.974078,8.639507
SLC39A13,6.3860393,12.741362
SLC39A14,-0.4893622,9.5402975
SLC39A2,9.020899,8.951602
SLC39A3,10.104093,11.578856
SLC39A4,7.5085616,12.787534
SLC39A5,7.658833,12.082532
SLC39A6,1.7064104,7.3759837
SLC39A7,5.680976,11.078204
SLC39A8,2.7551603,8.682269
SLC39A9,-0.7317257,7.7833133
SLC3A1,3.2110975,8.260339
SLC3A2,7.610196,11.3775
SLC40A1,1.935587,7.3029313
SLC41A1,-0.6296429,11.339332
SLC41A2,-0.58517194,5.3827105
SLC41A3,6.376659,11.250929
SLC43A1,5.1295986,12.3643
SLC43A2,-3.6255279,9.600966
SLC43A3,4.440237,11.435864
SLC44A2,2.4964917,12.20454
SLC44A3,4.832032,8.981195
SLC44A4,4.566556,11.642683
SLC44A5,1.5005819,5.7033324
SLC45A1,6.1085486,12.772916
SLC45A2,8.037954,9.979296
SLC45A3,2.3718817,12.396237
SLC45A4,-3.0131204,10.691439
SLC46A1,-2.5225394,10.042895
SLC46A2,5.042595,11.392772
SLC46A3,2.6872997,9.299822
SLC47A1,2.2810585,10.746397
SLC47A2,6.458689,11.113104
SLC48A1,3.6440306,12.525551
SLC49A3,8.3504715,12.407374
SLC49A4,2.568143,9.445969
SLC4A1,-0.60950726,11.676229
SLC4A10,-0.8396662,5.905423
SLC4A11,3.0428474,13.036401
SLC4A2,0.5228373,13.165768
SLC4A3,0.53679705,13.148343
SLC4A4,-2.8694632,6.3282523
SLC4A7,-3.1826644,6.004041
SLC4A9,2.6500175,12.500801
SLC50A1,9.586502,9.119659
SLC51A,9.021371,10.56636
SLC51B,10.572558,8.285476
SLC52A1,6.372623,11.602894
SLC52A2,6.667401,12.896725
SLC52A3,4.9722896,12.560187
SLC5A1,-0.34698358,9.646255
SLC5A10,1.0397977,12.77129
SLC5A11,4.6387873,12.391688
SLC5A12,-0.9383356,5.382184
SLC5A2,6.15541,12.939336
SLC5A4,6.1258087,9.855443
SLC5A5,1.7972271,12.661934
SLC5A6,2.5348253,12.230481
SLC5A7,-0.24578723,4.888653
SLC5A8,1.4079474,8.544013
SLC5A9,3.1716006,12.076695
SLC66A1,6.819212,12.724491
SLC66A2,5.20192,13.074764
SLC66A3,6.7461157,7.720943
SLC6A1,0.31832218,10.988748
SLC6A11,0.64322704,11.465948
SLC6A12,2.71395,12.179561
SLC6A13,6.5474043,11.404386
SLC6A14,0.4529178,5.5365257
SLC6A15,-0.047030758,5.1413074
SLC6A16,3.4472551,10.805361
SLC6A17,-2.017398,11.530516
SLC6A18,6.773356,12.415294
SLC6A19,-0.7577325,11.864903
SLC6A2,-2.0658271,9.09584
SLC6A20,-1.4840081,9.820364
SLC6A3,1.3285561,12.848872
SLC6A4,-2.6253247,8.103199
SLC6A5,-3.4632914,7.75217
SLC6A6,-1.7562975,10.316607
SLC6A7,1.7369088,12.918436
SLC6A8,0.9531274,13.015892
SLC6A9,2.7093606,12.768754
SLC7A1,-3.1293824,9.410971
SLC7A10,6.989026,12.381888
SLC7A13,6.09261,6.6181254
SLC7A2,-2.7175567,6.3075247
SLC7A3,5.9653573,10.557006
SLC7A4,6.450335,12.758916
SLC7A5,-0.48612154,12.517856
SLC7A6,-2.176963,9.1663
SLC7A6OS,0.5884221,10.255614
SLC7A7,5.963241,10.276812
SLC7A8,0.5967791,11.519236
SLC7A9,7.6184287,9.549215
SLC8A2,-0.8537303,12.7671175
SLC8A3,-0.9521936,10.700946
SLC8B1,1.9932827,12.645261
SLC9A1,-0.50033134,12.428441
SLC9A2,-1.8998252,8.142518
SLC9A3,-1.9503607,11.921829
SLC9A3R1,7.5502295,12.202609
SLC9A3R2,7.0907454,12.926435
SLC9A4,0.40911168,9.282891
SLC9A5,1.5287356,12.699449
SLC9A6,0.1435249,6.548474
SLC9A8,-1.6295416,11.345923
SLC9A9,1.7136027,9.81516
SLC9B1,7.0438986,7.1972117
SLC9B2,-2.2992616,7.214689
SLC9C1,0.8999304,5.1388326
SLC9C2,0.45886403,5.4473324
SLCO1A2,-2.884803,6.0868955
SLCO1B1,3.3743505,5.3994403
SLCO1B3,3.1432073,5.2845874
SLCO1B3-SLCO1B7,4.5129642,6.0386577
SLCO1C1,1.7354105,5.8743815
SLCO2A1,0.8033427,11.63825
SLCO2B1,0.4119166,11.607968
SLCO3A1,-1.6304561,9.108934
SLCO4A1,4.8450074,12.872808
SLCO4C1,-0.2897985,5.190128
SLCO5A1,-4.150568,7.3425174
SLCO6A1,3.323834,6.250211
SLF1,-1.5711017,5.5154505
SLF2,-2.813488,6.2714562
SLFN11,-0.387162,8.230394
SLFN12,4.1448383,6.245862
SLFN13,-3.702727,6.1758766
SLFN14,-2.739424,6.633953
SLFNL1,7.8392463,12.066201
SLIRP,11.693287,7.2755632
SLIT1,-3.3702688,10.28951
SLIT2,-4.0647764,8.035857
SLITRK1,-0.12860204,10.217572
SLITRK2,-4.0400133,7.2671986
SLITRK3,-0.17831357,10.17211
SLITRK4,-3.4468694,5.5789323
SLITRK5,-0.92768854,10.938021
SLITRK6,0.6849123,5.5365496
SLK,-3.1358008,6.1882763
SLMAP,-2.9161258,7.13755
SLN,10.831028,8.019912
SLPI,11.717044,8.449439
SLTM,1.3520397,7.3016768
SLU7,1.9784256,6.2272873
SLURP1,12.398156,9.06986
SLURP2,12.060257,9.862383
SLX1A,10.817313,10.91139
SLX1B,10.705856,11.05655
SLX4,-2.6316912,10.924538
SLX4IP,-1.6462557,7.132657
SLX9,11.599225,10.244953
SMAD1,3.2292433,8.874578
SMAD3,-2.8346155,9.168008
SMAD4,-3.8628647,6.212477
SMAD5,-2.7364929,6.142859
SMAD6,1.3037839,12.801687
SMAD7,2.9553993,11.823005
SMAD9,-1.8271192,8.287845
SMAGP,6.787744,9.496068
SMAP1,2.7654572,9.427181
SMAP2,3.5103383,11.346748
SMARCA1,1.13472,5.327915
SMARCA2,-2.1166873,9.012363
SMARCA4,-1.8628118,11.76348
SMARCA5,-3.1621823,5.781278
SMARCAD1,-0.21120879,5.778544
SMARCAL1,3.1228883,11.444031
SMARCB1,-1.250458,12.245853
SMARCC1,-1.7773023,8.446891
SMARCC2,-0.34045485,12.004767
SMARCD1,2.5004346,11.5252075
SMARCD2,4.8366647,11.979271
SMARCD3,7.4860883,11.470441
SMARCE1,-0.70136,7.3328695
SMC1B,1.4239731,5.8463616
SMC2,-1.5969793,6.2067876
SMC3,-1.5079523,6.2043495
SMC4,-1.0356475,6.1297975
SMC5,-1.5192641,6.0004854
SMC6,-1.2976993,5.6938844
SMCHD1,-3.7570202,5.782259
SMCO1,6.861649,7.756862
SMCO2,9.144818,8.05619
SMCO3,5.714716,6.269279
SMCO4,10.464223,8.792673
SMCP,10.940783,8.075704
SMCR8,-3.518929,9.021685
SMDT1,7.924177,8.690481
SMG5,-0.31197467,12.364948
SMG6,-1.7666332,10.621083
SMG7,-1.3934072,10.252808
SMG8,2.7803917,10.13842
SMG9,-1.2898682,11.331368
SMIM1,12.353867,9.412575
SMIM10,7.8863626,7.060487
SMIM10L1,0.23104492,5.1124587
SMIM10L2A,-1.2295399,11.621793
SMIM10L2B,3.9694088,12.957301
SMIM11,9.732943,7.267434
SMIM12,-0.99907464,9.401318
SMIM13,0.008683615,4.819632
SMIM14,-1.9290437,6.139773
SMIM15,3.4446123,4.9687963
SMIM17,3.4249048,5.739622
SMIM18,8.103888,6.0320983
SMIM19,1.7131054,9.421812
SMIM2,9.2430315,7.649245
SMIM20,9.588123,7.387314
SMIM21,6.773187,8.193927
SMIM22,12.177784,9.235576
SMIM23,12.108676,7.836226
SMIM24,9.89732,10.017067
SMIM26,11.42941,7.05031
SMIM27,12.4367075,7.0276537
SMIM28,9.42541,8.585
SMIM29,11.369457,9.370886
SMIM3,8.814345,9.165327
SMIM30,7.6748166,5.924156
SMIM31,3.0110676,8.391966
SMIM32,9.06141,12.09521
SMIM33,9.878497,10.1220045
SMIM34,10.367148,8.851171
SMIM35,2.5604508,11.0545225
SMIM36,3.71283,9.79122
SMIM38,-1.7635865,10.187492
SMIM39,13.008686,8.014526
SMIM4,6.5348473,7.8535767
SMIM40,12.063485,8.543844
SMIM41,9.0424,11.0591135
SMIM42,9.5382395,7.0037994
SMIM43,5.095573,9.069644
SMIM45,12.739657,7.829273
SMIM5,9.665887,10.979574
SMIM6,10.166967,9.602377
SMIM7,8.334597,8.001378
SMIM8,4.0398026,5.273572
SMIM9,9.166766,6.4967146
SMKR1,10.485775,8.619866
SMLR1,4.243671,9.02876
SMN1,7.984225,6.715988
SMN2,7.9543643,6.6785035
SMNDC1,0.92293125,5.2696867
SMO,0.93066835,13.051518
SMOC1,1.6715484,11.90519
SMOC2,3.2743342,11.211086
SMOX,6.561138,12.176678
SMPD1,5.6783037,12.500693
SMPD2,8.796621,11.602234
SMPD3,-1.4193113,12.305176
SMPD4,1.7164917,12.782015
SMPDL3A,6.6475344,7.3820095
SMPDL3B,8.024523,10.940559
SMPX,9.707987,7.1485033
SMR3A,11.165414,7.949265
SMR3B,11.104371,8.021122
SMS,7.085849,7.450412
SMTN,2.5665908,13.46758
SMTNL1,8.469597,10.728418
SMTNL2,5.8910303,12.385199
SMU1,-2.5488317,6.8901815
SMUG1,3.9118419,10.773373
SMURF1,-1.2777841,10.691201
SMURF2,-1.7746519,6.3382425
SMYD1,0.13191861,9.943066
SMYD2,7.1444654,8.312336
SMYD3,8.194259,8.8969555
SMYD4,0.19452135,11.176584
SMYD5,4.8466463,11.945711
SNAI1,8.318836,10.997767
SNAI2,5.3974495,8.027641
SNAI3,9.593198,11.9106655
SNAP23,4.5727773,6.9214025
SNAP25,6.0264077,8.326376
SNAP29,0.44471228,10.125276
SNAP47,7.2965837,11.141934
SNAP91,0.23162521,9.973044
SNAPC1,3.8790052,5.1904416
SNAPC2,9.813615,11.41037
SNAPC3,3.0853093,8.737715
SNAPC4,-0.66257167,12.787789
SNAPC5,8.729226,7.471311
SNAPIN,9.937329,8.7142
SNCA,2.755683,5.2362375
SNCAIP,2.1871078,10.456632
SNCB,10.293597,11.330066
SNCG,11.747506,9.173862
SND1,1.9357394,11.802194
SNED1,-3.824408,8.688617
SNF8,5.962011,9.744623
SNIP1,-0.10825507,8.97212
SNN,2.5588112,11.490096
SNPH,-1.5230179,12.255442
SNRK,-0.4724327,7.7913113
SNRNP200,-2.2542005,10.219118
SNRNP25,10.360292,9.443622
SNRNP27,7.6174674,6.3277235
SNRNP35,8.78743,8.7577
SNRNP40,8.035762,8.363688
SNRNP48,0.7627935,5.6801195
SNRNP70,9.587422,11.557143
SNRPA,9.895781,10.675474
SNRPA1,9.495839,7.412751
SNRPB,10.624787,9.793413
SNRPB2,4.24256,5.896374
SNRPC,10.290311,7.9350615
SNRPD1,-0.7751564,6.23441
SNRPD2,12.2461195,7.913859
SNRPD3,1.671717,9.758713
SNRPE,6.6054173,6.248677
SNRPF,10.879317,6.891874
SNRPG,10.731763,6.8712564
SNRPN,8.941076,8.790393
SNTA1,6.547583,12.82053
SNTB1,-1.6003407,7.9421806
SNTG1,-2.13597,5.352406
SNTG2,7.2818394,10.085815
SNTN,8.0134945,7.105059
SNU13,8.628935,9.38058
SNUPN,8.886697,8.766071
SNW1,6.16093,8.406992
SNX1,-3.3680065,7.809567
SNX10,3.5572646,4.9845667
SNX11,3.3787534,10.880212
SNX12,5.2070665,10.280283
SNX13,-2.0213976,5.322206
SNX14,2.1741586,5.394207
SNX15,7.6388507,11.366991
SNX16,2.9203596,4.992233
SNX17,5.485052,11.536608
SNX18,-1.9391174,8.470233
SNX2,-2.0840056,5.4352503
SNX20,4.073573,11.650964
SNX21,2.8299778,12.390846
SNX22,1.6556926,11.899594
SNX24,6.18724,7.063027
SNX25,1.7186025,9.374423
SNX27,-1.5393661,9.3781185
SNX29,-3.5759192,8.995644
SNX3,7.46926,7.220661
SNX30,-3.5557408,8.006089
SNX31,4.8200474,8.472463
SNX32,8.715929,10.873496
SNX33,-3.0947645,10.610613
SNX4,4.1744666,5.6990647
SNX5,5.114632,8.893217
SNX6,2.2779934,6.9586473
SNX7,6.9320774,7.3439174
SNX8,-0.65157413,12.788781
SNX9,0.5024179,10.166183
SOAT1,-2.7798846,6.059563
SOAT2,6.7616405,11.486214
SOBP,-2.8641486,9.701509
SOCS1,9.9239,11.762889
SOCS2,4.7255793,8.47337
SOCS3,5.2192097,12.193633
SOCS4,-2.8200774,5.5580254
SOCS5,-0.057572126,5.064073
SOCS6,-0.81933063,5.13967
SOCS7,-3.7170696,8.8532715
SOD1,9.645746,7.2637506
SOD3,10.239376,11.754044
SOGA3,0.5611712,12.240552
SOHLH1,10.1060295,11.277426
SOHLH2,5.800563,8.261622
SON,-3.77301,7.9648123
SORBS1,-3.5166762,8.506141
SORBS3,2.778599,13.410994
SORCS1,-3.5856707,8.468621
SORCS2,-2.2643054,11.6628065
SORCS3,-1.6954546,9.678758
SORD,-0.045497935,9.9606695
SORT1,-2.3772764,8.0400915
SOS1,-3.7055678,6.810358
SOS2,-0.86118585,6.2011557
SOST,5.79052,11.131026
SOSTDC1,6.807533,7.5501738
SOWAHA,2.0961454,9.855848
SOWAHB,1.1251563,10.452662
SOWAHC,-1.4171889,8.708543
SOWAHD,9.184068,11.920231
SOX1,0.43506688,10.344758
SOX10,3.8873553,13.254988
SOX11,-4.371098,7.990587
SOX12,-1.0594965,12.786102
SOX13,0.6664887,12.790152
SOX14,6.089336,11.949086
SOX15,10.153553,11.127409
SOX17,5.4809384,11.750631
SOX18,8.850516,12.380498
SOX2,5.4641237,10.825734
SOX21,3.538754,11.525787
SOX3,7.5989347,12.451875
SOX30,2.5624287,10.38481
SOX4,0.56512755,10.285861
SOX5,-2.6190562,6.3199496
SOX6,-3.8757455,6.1682334
SOX7,2.5863943,10.355215
SOX8,3.8920043,13.11769
SOX9,1.9771506,9.890819
SP1,-3.5224235,7.9735885
SP100,-1.1329216,6.686895
SP110,-1.5727394,7.273437
SP140,2.6288362,10.339097
SP140L,4.139575,10.105763
SP2,3.5857642,12.314604
SP4,-1.0090228,5.414649
SP5,7.471777,12.78685
SP6,1.5816065,12.418824
SP7,3.3401303,12.063382
SP8,2.0202706,9.887027
SP9,5.076952,12.62637
SPA17,1.4627979,9.683998
SPAAR,8.136231,9.270231
SPACA1,7.839126,7.102956
SPACA3,11.266038,8.94516
SPACA4,11.0563,9.76256
SPACA5,8.944829,8.010495
SPACA5B,11.316294,7.906917
SPACA6,9.963411,10.68612
SPACA7,10.699865,7.944786
SPACA9,5.9986625,11.090297
SPAG1,1.8024893,6.00815
SPAG11B,11.798944,7.7566094
SPAG16,6.223592,8.619127
SPAG17,-2.9639802,6.4068303
SPAG4,9.183524,11.343244
SPAG5,1.357672,10.941985
SPAG6,4.4540443,8.89201
SPAG7,10.457813,8.774183
SPAG8,8.276632,10.51781
SPAG9,-3.3587515,6.2128577
SPAM1,6.121983,6.9670587
SPANXA2,12.174429,7.6082144
SPANXB1,12.09311,7.6732306
SPANXC,12.124811,7.6354117
SPANXD,11.544105,8.066721
SPANXN1,11.424869,7.771228
SPANXN3,11.478154,7.697188
SPANXN4,11.5310135,7.2062855
SPANXN5,11.47366,7.7978544
SPARC,1.995365,10.020146
SPARCL1,4.1296263,8.212088
SPART,0.16623908,4.956051
SPAST,-0.1406793,4.908546
SPATA12,6.117816,10.276685
SPATA13,-4.2844334,8.174525
SPATA16,6.2196627,8.578985
SPATA17,-1.5537835,6.2329035
SPATA18,0.44896877,8.9178915
SPATA19,10.615161,8.128898
SPATA2,0.9357594,11.31335
SPATA20,4.9122705,12.8549
SPATA21,7.6018853,11.67526
SPATA22,7.793023,6.492458
SPATA24,11.846269,7.6836305
SPATA25,11.998972,9.578779
SPATA2L,6.463267,13.119303
SPATA3,10.763592,11.3565645
SPATA31A1,0.70569307,11.6215515
SPATA31A5,0.70238423,11.617072
SPATA31A6,0.76784074,11.639118
SPATA31C2,0.8992098,11.780442
SPATA31D1,-0.3263768,10.315641
SPATA31D3,-0.33711916,10.269206
SPATA31D4,-0.35045987,10.27981
SPATA31E1,-0.16548567,12.747865
SPATA32,10.260306,10.4436455
SPATA33,11.338116,7.8920674
SPATA4,8.75023,6.923249
SPATA45,11.487227,6.992838
SPATA46,8.299096,10.412696
SPATA48,7.7508564,7.581712
SPATA5,-3.5534923,6.198113
SPATA5L1,4.999969,11.18124
SPATA6,-0.27079478,5.182025
SPATA6L,1.1982827,7.48827
SPATA7,6.355323,8.023271
SPATA9,8.165157,6.535558
SPATC1,7.048042,12.861669
SPATC1L,7.199777,12.762341
SPATS1,0.5509397,9.868729
SPATS2,2.8517103,9.958034
SPATS2L,-1.5907575,9.60588
SPC24,5.8510256,10.979207
SPC25,8.517246,6.971918
SPCS1,1.6224395,7.427755
SPCS2,3.7319155,6.200883
SPCS3,-0.3284909,5.7107
SPDEF,8.040406,12.384786
SPDL1,4.4342575,5.9210515
SPDYA,5.707954,5.6976533
SPDYE1,2.831433,7.9590282
SPDYE10,3.2054877,8.08338
SPDYE11,3.2319634,8.063048
SPDYE13,3.248108,8.113315
SPDYE14,6.3036227,9.575299
SPDYE15,3.2176964,8.078609
SPDYE16,2.821872,8.0240555
SPDYE17,3.2066362,8.063591
SPDYE18,2.8680053,7.9602394
SPDYE2,2.791299,7.9501405
SPDYE21,2.8153863,7.9382086
SPDYE2B,2.830918,7.936102
SPDYE3,3.0406942,7.628352
SPDYE4,5.245678,8.440622
SPDYE5,2.7753608,7.9861393
SPDYE6,2.823941,7.9351087
SPDYE8,3.2711945,8.081493
SPDYE9,3.2327933,8.070113
SPECC1,-3.4931228,7.3052535
SPECC1L,-1.8749015,10.250771
SPECC1L-ADORA2A,-1.6817067,10.397168
SPEF1,9.589257,11.671494
SPEF2,-1.1895028,6.5776534
SPEGNB,11.324378,10.118145
SPEM1,11.02901,9.8134165
SPEM2,9.402497,11.516883
SPEM3,1.2364444,12.153401
SPESP1,7.8515244,6.6498165
SPG11,-3.1862082,6.767079
SPG21,6.4558454,8.441962
SPG7,2.9488633,12.517613
SPHK1,8.81227,12.148985
SPHK2,5.163311,13.358759
SPHKAP,-2.8574326,8.581743
SPI1,10.28538,11.464716
SPIB,1.5321071,12.228314
SPIC,7.88806,6.242939
SPICE1,-0.9754127,6.801258
SPIDR,1.860578,10.601302
SPIN1,0.20095539,6.6371384
SPIN2A,9.314295,8.010138
SPIN2B,9.313242,8.54585
SPIN3,0.122287266,7.7446423
SPIN4,0.68493164,4.750289
SPINDOC,7.5663924,12.354688
SPINK1,12.156077,7.0877266
SPINK13,10.482149,6.86823
SPINK14,10.6943035,6.913144
SPINK2,11.073487,8.012195
SPINK4,12.903162,7.9266825
SPINK5,2.1719637,7.5570874
SPINK6,11.45926,6.937774
SPINK7,11.19627,6.9459624
SPINK8,9.903606,6.928912
SPINK9,11.069085,6.8412395
SPINT1,3.4637346,12.925126
SPINT2,8.593471,10.637652
SPINT3,11.942995,7.215147
SPINT4,11.161847,6.806454
SPIRE1,-1.7478116,8.699428
SPIRE2,2.4988503,13.197832
SPN,-3.3575943,8.8306055
SPNS1,6.5868025,12.865589
SPNS2,1.9133348,13.378843
SPNS3,7.8670473,12.128018
SPO11,5.875589,6.179261
SPOCD1,1.2563573,13.429535
SPOCK1,-0.21439485,8.812551
SPOCK2,-1.1674597,12.082614
SPOCK3,3.3063514,4.996582
SPON1,-1.3946955,9.061399
SPON2,9.399168,11.949752
SPOP,3.741506,9.73356
SPOPL,-1.9309927,5.4140377
SPOUT1,0.17468919,12.68546
SPP1,7.8604527,7.193814
SPP2,9.345738,7.60127
SPPL2A,-2.8594146,5.7561517
SPPL2B,1.6385314,13.354227
SPPL2C,7.095603,12.367553
SPPL3,0.7481828,11.003212
SPR,9.635722,10.856856
SPRED1,-2.7544186,5.625848
SPRED2,0.1608825,10.401763
SPRED3,-0.17523521,12.478533
SPRING1,-3.3987527,7.861607
SPRN,3.0575647,13.44678
SPRR1B,11.187821,7.972286
SPRR2A,11.199718,8.010995
SPRR2B,11.214055,7.9904943
SPRR2D,11.198033,7.9984956
SPRR2E,11.200699,7.974874
SPRR2F,11.1854315,8.032332
SPRR2G,11.217275,7.938071
SPRR3,11.121387,7.7567835
SPRR4,11.182164,7.9342346
SPRTN,2.351302,5.813509
SPRY1,4.1326394,9.383129
SPRY2,5.3225417,9.150399
SPRY3,2.3482702,10.244438
SPRY4,-0.5096751,10.794463
SPRYD3,3.748772,12.166283
SPRYD7,2.4638443,6.815557
SPSB1,3.1352878,12.081213
SPSB2,10.639406,10.564008
SPSB3,9.459586,11.854513
SPSB4,3.8513315,13.086844
SPTA1,-3.0948896,6.9800086
SPTAN1,-3.1857557,7.7517085
SPTBN4,-3.7116196,10.1941805
SPTLC1,3.4486885,6.231114
SPTLC2,-3.3479116,6.5773125
SPTLC3,-1.7357324,6.3440475
SPTSSA,3.7380722,5.2021103
SPTSSB,5.701805,5.7002463
SPTY2D1,-1.1216015,6.816209
SPTY2D1OS,11.668287,7.170182
SPX,4.6553,5.8722367
SPZ1,6.9715323,6.9625797
SQLE,3.2406924,9.223865
SQOR,8.061298,9.064811
SQSTM1,3.91567,12.345292
SRA1,9.628827,9.580006
SRARP,3.2791934,11.317754
SRBD1,1.1723768,6.844893
SRC,-0.4262093,12.337479
SRCIN1,-3.3950737,10.007577
SRD5A1,-2.5805926,7.171758
SRD5A2,0.16729225,8.678846
SRD5A3,0.7272039,9.038968
SREBF1,-1.054527,12.670872
SREBF2,-0.9581804,12.118675
SREK1,-2.7720296,5.690451
SREK1IP1,-2.7581494,5.5639734
SRF,0.722301,12.783551
SRFBP1,2.8790913,5.5510783
SRGAP2,-2.4842057,10.146359
SRGAP2B,-2.802215,7.099804
SRGAP2C,-2.7145178,6.995976
SRGAP3,-3.8491156,8.737018
SRGN,8.029593,6.4046373
SRI,5.745086,6.3587775
SRL,0.16976057,11.287409
SRM,10.31255,11.307691
SRMS,1.1147093,13.468815
SRP14,8.942464,6.935175
SRP19,3.644593,6.3757806
SRP54,5.4636474,6.464144
SRP68,3.3317924,10.463304
SRP72,1.4153148,5.7372665
SRP9,5.7117763,5.417632
SRPK1,0.20455158,7.3842225
SRPK2,1.3923485,8.113703
SRPK3,7.7901807,12.236043
SRPRA,3.3521185,11.173256
SRPRB,4.259338,9.622408
SRPX,7.1948185,9.377958
SRPX2,-2.5640624,8.853714
SRR,4.578459,8.899177
SRRD,0.9269285,10.470772
SRRM1,1.7968706,10.352544
SRRM2,-3.6177008,10.019215
SRRM3,1.5671805,13.666481
SRRM4,-4.26818,8.215267
SRRM5,3.2591531,7.729578
SRRT,3.1210146,12.657713
SRSF1,-0.48298097,5.2746606
SRSF10,-3.3584497,5.6736565
SRSF11,0.80054957,4.8788733
SRSF12,2.13719,5.1057177
SRSF2,7.0092525,10.304818
SRSF3,0.62777823,5.925928
SRSF4,5.94443,10.672664
SRSF5,8.147088,6.89961
SRSF6,0.35383606,5.6492705
SRSF7,4.485504,6.189245
SRSF8,-0.53890175,8.674618
SRSF9,9.767982,8.667681
SRXN1,4.7438517,10.929149
SRY,10.610163,8.01435
SS18,2.1202228,8.717688
SS18L1,-1.1383951,8.742376
SS18L2,3.6855836,6.341992
SSB,5.283509,5.315506
SSBP1,10.565161,6.9249644
SSBP2,-3.9775364,5.820031
SSBP3,2.6496837,12.086859
SSBP4,9.617315,11.991396
SSC4D,4.6600676,13.001806
SSC5D,-1.2053411,12.749062
SSH2,-3.8216774,6.88142
SSH3,4.4689097,13.151851
SSMEM1,8.864481,7.1367717
SSNA1,11.590411,9.774538
SSPN,0.30353126,5.3781734
SSR2,10.152182,9.630011
SSR3,0.5504488,6.227267
SSR4,11.941788,8.777702
SSRP1,3.926628,11.237961
SST,11.894394,8.705929
SSTR1,0.6010558,10.899071
SSTR2,-3.2527921,6.7038918
SSTR3,0.19618538,12.736678
SSTR4,1.2661904,11.569243
SSTR5,5.1826406,13.342089
SSU72,9.3843975,10.399465
SSU72P2,11.72748,7.622811
SSU72P3,11.781774,7.6273475
SSU72P4,11.739689,7.6306586
SSU72P5,11.736017,7.6122866
SSU72P7,11.735832,7.6587105
SSU72P8,11.674912,7.557367
SSUH2,8.6044855,10.094667
SSX1,9.254637,8.421483
SSX2,9.252298,8.427319
SSX2B,9.2503,8.428282
SSX2IP,-1.7346638,5.8796415
SSX3,9.24976,8.414322
SSX4,9.28093,8.448129
SSX4B,9.227755,8.456885
SSX5,9.252941,8.427962
SSX7,9.224291,8.456382
ST13,2.3339279,6.0405097
ST14,2.3778853,13.305978
ST18,-1.736728,6.8363357
ST20-MTHFS,10.930698,9.036369
ST3GAL1,-1.9362177,10.374861
ST3GAL2,-3.5723462,9.261963
